"","diff","lwr","upr","p.adj"
"B2-F2-PLATE 2-OLD-B2-F2-PLATE 1-OLD",-52,-833.69882940427,729.69882940427,0.999990000337181
"B2-F2-PLATE 3-NEW-B2-F2-PLATE 1-OLD",184,-597.69882940427,965.69882940427,0.973235500577075
"B2-F2-PLATE 3-OLD-B2-F2-PLATE 1-OLD",-283,-1064.69882940427,498.69882940427,0.821268016600949
"B2-F2-PLATE 4-NEW-B2-F2-PLATE 1-OLD",438.5,-343.19882940427,1220.19882940427,0.426200539379169
"B2-F2-PLATE 4-OLD-B2-F2-PLATE 1-OLD",526,-255.69882940427,1307.69882940427,0.257003829366116
"B2-F2-PLATE 2-OLD-B2-F2-PLATE 2-NEW",-382.5,-1164.19882940427,399.19882940427,0.565037779201906
"B2-F2-PLATE 3-NEW-B2-F2-PLATE 2-NEW",-146.5,-928.19882940427,635.19882940427,0.99226090844895
"B2-F2-PLATE 3-OLD-B2-F2-PLATE 2-NEW",-613.5,-1395.19882940427,168.19882940427,0.148292380034946
"B2-F2-PLATE 4-NEW-B2-F2-PLATE 2-NEW",108,-673.69882940427,889.69882940427,0.998760792828866
"B2-F2-PLATE 4-OLD-B2-F2-PLATE 2-NEW",195.5,-586.19882940427,977.19882940427,0.963650930216491
"B2-F2-PLATE 3-NEW-B2-F2-PLATE 2-OLD",236,-545.69882940427,1017.69882940427,0.912888927471801
"B2-F2-PLATE 3-OLD-B2-F2-PLATE 2-OLD",-231,-1012.69882940427,550.69882940427,0.92063594123897
"B2-F2-PLATE 4-NEW-B2-F2-PLATE 2-OLD",490.5,-291.19882940427,1272.19882940427,0.317872939613187
"B2-F2-PLATE 4-OLD-B2-F2-PLATE 2-OLD",578,-203.69882940427,1359.69882940427,0.185959754336807
"B2-F2-PLATE 3-OLD-B2-F2-PLATE 3-NEW",-467,-1248.69882940427,314.69882940427,0.364038126058936
"B2-F2-PLATE 4-NEW-B2-F2-PLATE 3-NEW",254.5,-527.19882940427,1036.19882940427,0.880700482200396
