"","diff","lwr","upr","p.adj"
"A5-E5-PLATE 3-OLD-A5-E5-PLATE 1-NEW",-98.1154842010065,-197.123868374442,0.89289997242912,0.0523144800280466
"A5-E5-PLATE 4-NEW-A5-E5-PLATE 1-NEW",-20.0660258078945,-119.07440998133,78.9423583655411,0.987973966734681
"A5-E5-PLATE 4-OLD-A5-E5-PLATE 1-NEW",7.68454777259194,-91.3238364008437,106.692931946028,0.99997153067253
"A5-E5-PLATE 2-NEW-A5-E5-PLATE 1-OLD",-1.95138845574405,-100.95977262918,97.0569957176916,0.999999997817175
"A5-E5-PLATE 2-OLD-A5-E5-PLATE 1-OLD",29.0165367151005,-69.9918474583351,128.024920888536,0.923480093234516
"A5-E5-PLATE 3-NEW-A5-E5-PLATE 1-OLD",4.24326747171548,-94.7651167017201,103.251651645151,0.999999513448119
"A5-E5-PLATE 3-OLD-A5-E5-PLATE 1-OLD",-67.9432290691275,-166.951613242563,31.0651551043081,0.241093693228082
"A5-E5-PLATE 4-NEW-A5-E5-PLATE 1-OLD",10.1062293239845,-88.9021548494511,109.11461349742,0.999823017368656
"A5-E5-PLATE 4-OLD-A5-E5-PLATE 1-OLD",37.856802904471,-61.1515812689647,136.865187077907,0.783870943554806
"A5-E5-PLATE 2-OLD-A5-E5-PLATE 2-NEW",30.9679251708446,-68.0404590025911,129.97630934428,0.898776176732395
"A5-E5-PLATE 3-NEW-A5-E5-PLATE 2-NEW",6.19465592745954,-92.8137282459761,105.203040100895,0.999993418822299
"A5-E5-PLATE 3-OLD-A5-E5-PLATE 2-NEW",-65.9918406133834,-165.000224786819,33.0165435600522,0.264903542877069
"A5-E5-PLATE 4-NEW-A5-E5-PLATE 2-NEW",12.0576177797285,-86.9507663937071,111.066001953164,0.999442737482471
"A5-E5-PLATE 4-OLD-A5-E5-PLATE 2-NEW",39.808191360215,-59.2001928132206,138.816575533651,0.745438592530194
"A5-E5-PLATE 3-NEW-A5-E5-PLATE 2-OLD",-24.773269243385,-123.781653416821,74.2351149300506,0.963566200971844
"A5-E5-PLATE 3-OLD-A5-E5-PLATE 2-OLD",-96.959765784228,-195.968149957664,2.04861838920763,0.0554755972792049
"A5-E5-PLATE 4-NEW-A5-E5-PLATE 2-OLD",-18.910307391116,-117.918691564552,80.0980767823196,0.991378394703153
"A5-E5-PLATE 4-OLD-A5-E5-PLATE 2-OLD",8.84026618937045,-90.1681179840652,107.848650362806,0.999927086402654
"A5-E5-PLATE 3-OLD-A5-E5-PLATE 3-NEW",-72.186496540843,-171.194880714279,26.8218876325926,0.195675078477623
"A5-E5-PLATE 4-NEW-A5-E5-PLATE 3-NEW",5.862961852269,-93.1454223211666,104.871346025705,0.999995484285237
"A5-E5-PLATE 4-OLD-A5-E5-PLATE 3-NEW",33.6135354327555,-65.3948487406801,132.621919606191,0.859301891753716
"A5-E5-PLATE 4-NEW-A5-E5-PLATE 3-OLD",78.049458393112,-20.9589257803237,177.057842566548,0.145722825697624
"A5-E5-PLATE 4-OLD-A5-E5-PLATE 3-OLD",105.800031973598,6.79164780016282,204.808416147034,0.0355333432431617
"A5-E5-PLATE 4-OLD-A5-E5-PLATE 4-NEW",27.7505735804865,-71.2578105929491,126.758957753922,0.937394906026144
"A6-E6-PLATE 1-OLD-A6-E6-PLATE 1-NEW",-10.3913574217305,-119.359687616448,98.5769727729866,0.999887056441296
"A6-E6-PLATE 2-NEW-A6-E6-PLATE 1-NEW",-8.48990722123099,-117.458237415948,100.478422973486,0.999970788411619
"A6-E6-PLATE 2-OLD-A6-E6-PLATE 1-NEW",-7.440195537379,-116.408525732096,101.528134657338,0.999988058081858
"A6-E6-PLATE 3-NEW-A6-E6-PLATE 1-NEW",-51.3261132757169,-160.294443470434,57.6422169190002,0.602900403032828
"A6-E6-PLATE 3-OLD-A6-E6-PLATE 1-NEW",-60.0037564090198,-168.972086603737,48.9645737856974,0.444928239701197
"A6-E6-PLATE 4-NEW-A6-E6-PLATE 1-NEW",0.602992900434487,-108.365337294283,109.571323095152,1
"A6-E6-PLATE 4-OLD-A6-E6-PLATE 1-NEW",1.904285188426,-107.064045006291,110.872615383143,0.999999999057887
"A6-E6-PLATE 2-NEW-A6-E6-PLATE 1-OLD",1.90145020049951,-107.066879994218,110.869780395217,0.999999999067643
"A6-E6-PLATE 2-OLD-A6-E6-PLATE 1-OLD",2.95116188435151,-106.017168310366,111.919492079069,0.99999997995662
"A6-E6-PLATE 3-NEW-A6-E6-PLATE 1-OLD",-40.9347558539864,-149.903086048704,68.0335743407308,0.796483969165557
"A6-E6-PLATE 3-OLD-A6-E6-PLATE 1-OLD",-49.6123989872893,-158.580729182006,59.3559312074279,0.635748256979644
"A6-E6-PLATE 4-NEW-A6-E6-PLATE 1-OLD",10.994350322165,-97.9739798725521,119.962680516882,0.999836049869741
"A6-E6-PLATE 4-OLD-A6-E6-PLATE 1-OLD",12.2956426101565,-96.6726875845606,121.263972804874,0.999659322244834
"A6-E6-PLATE 2-OLD-A6-E6-PLATE 2-NEW",1.049711683852,-107.918618510865,110.018041878569,0.999999999985433
"A6-E6-PLATE 3-NEW-A6-E6-PLATE 2-NEW",-42.8362060544859,-151.804536249203,66.1321241402312,0.763139847403531
"A6-E6-PLATE 3-OLD-A6-E6-PLATE 2-NEW",-51.5138491877888,-160.482179382506,57.4544810069283,0.599314347209718
"A6-E6-PLATE 4-NEW-A6-E6-PLATE 2-NEW",9.09290012166548,-99.8754300730517,118.061230316383,0.999953643203413
"A6-E6-PLATE 4-OLD-A6-E6-PLATE 2-NEW",10.394192409657,-98.5741377850601,119.362522604374,0.99988685206637
"A6-E6-PLATE 3-NEW-A6-E6-PLATE 2-OLD",-43.8859177383379,-152.854247933055,65.0824124563792,0.744099429096086
"A6-E6-PLATE 3-OLD-A6-E6-PLATE 2-OLD",-52.5635608716408,-161.531891066358,56.4047693230764,0.579338445543483
"A6-E6-PLATE 4-NEW-A6-E6-PLATE 2-OLD",8.04318843781348,-100.925141756904,117.011518632531,0.999979730065186
"A6-E6-PLATE 4-OLD-A6-E6-PLATE 2-OLD",9.344480725805,-99.6238494689121,118.312810920522,0.999944335672016
"A6-E6-PLATE 3-OLD-A6-E6-PLATE 3-NEW",-8.67764313330289,-117.64597332802,100.290687061414,0.999966146786948
"A6-E6-PLATE 4-NEW-A6-E6-PLATE 3-NEW",51.9291061761514,-57.0392240185658,160.897436370869,0.591395584371941
"A6-E6-PLATE 4-OLD-A6-E6-PLATE 3-NEW",53.2303984641429,-55.7379317305742,162.19872865886,0.566730999168803
"A6-E6-PLATE 4-NEW-A6-E6-PLATE 3-OLD",60.6067493094543,-48.3615808852629,169.575079504171,0.434810948120747
"A6-E6-PLATE 4-OLD-A6-E6-PLATE 3-OLD",61.9080415974458,-47.0602885972714,170.876371792163,0.413459161867149
"A6-E6-PLATE 4-OLD-A6-E6-PLATE 4-NEW",1.30129228799152,-107.667037906726,110.269622482709,0.999999999934255
"A7-E7-PLATE 1-OLD-A7-E7-PLATE 1-NEW",40.5883320823028,-43.1551294474196,124.331793612025,0.574591560326241
"A7-E7-PLATE 2-NEW-A7-E7-PLATE 1-NEW",-4.96360950222771,-88.7070710319501,78.7798520274947,0.999995455580446
"A7-E7-PLATE 2-OLD-A7-E7-PLATE 1-NEW",6.30423989199727,-77.4392216377251,90.0477014217197,0.999976839408785
"A7-E7-PLATE 3-NEW-A7-E7-PLATE 1-NEW",7.32680331037828,-76.4166582193441,91.0702648401007,0.999936343583108
"A7-E7-PLATE 3-OLD-A7-E7-PLATE 1-NEW",-29.5975667029392,-113.341028232662,54.1458948267832,0.83625151056614
"A7-E7-PLATE 4-NEW-A7-E7-PLATE 1-NEW",-27.5587424068494,-111.302203936572,56.184719122873,0.87546858547857
"A7-E7-PLATE 4-OLD-A7-E7-PLATE 1-NEW",0.414747120197262,-83.3287144095251,84.1582086499196,1
"A7-E7-PLATE 2-NEW-A7-E7-PLATE 1-OLD",-45.5519415845305,-129.295403114253,38.1915199451919,0.457372981898205
"A7-E7-PLATE 2-OLD-A7-E7-PLATE 1-OLD",-34.2840921903055,-118.027553720028,49.4593693394169,0.730733306126254
"A7-E7-PLATE 3-NEW-A7-E7-PLATE 1-OLD",-33.2615287719245,-117.004990301647,50.4819327577979,0.755130563833752
"A7-E7-PLATE 3-OLD-A7-E7-PLATE 1-OLD",-70.1858987852419,-153.929360314964,13.5575627444804,0.113355991858599
"A7-E7-PLATE 4-NEW-A7-E7-PLATE 1-OLD",-68.1470744891521,-151.890536018875,15.5963870405702,0.128199528846176
"A7-E7-PLATE 4-OLD-A7-E7-PLATE 1-OLD",-40.1735849621055,-123.917046491828,43.5698765676169,0.584824734807088
"A7-E7-PLATE 2-OLD-A7-E7-PLATE 2-NEW",11.267849394225,-72.4756121354974,95.0113109239474,0.998950325691521
"A7-E7-PLATE 3-NEW-A7-E7-PLATE 2-NEW",12.290412812606,-71.4530487171164,96.0338743423284,0.998196651488334
"A7-E7-PLATE 3-OLD-A7-E7-PLATE 2-NEW",-24.6339572007114,-108.377418730434,59.1095043290109,0.922218414931107
"A7-E7-PLATE 4-NEW-A7-E7-PLATE 2-NEW",-22.5951329046217,-106.338594434344,61.1483286251007,0.947541627083699
"A7-E7-PLATE 4-OLD-A7-E7-PLATE 2-NEW",5.37835662242497,-78.3651049072974,89.1218181521474,0.999992132022803
"A7-E7-PLATE 3-NEW-A7-E7-PLATE 2-OLD",1.02256341838101,-82.7208981113414,84.7660249481034,0.999999999923174
"A7-E7-PLATE 3-OLD-A7-E7-PLATE 2-OLD",-35.9018065949364,-119.645268124659,47.841654934786,0.691178051591226
"A7-E7-PLATE 4-NEW-A7-E7-PLATE 2-OLD",-33.8629822988466,-117.606443828569,49.8804792308757,0.74084905620018
"A7-E7-PLATE 4-OLD-A7-E7-PLATE 2-OLD",-5.88949277180001,-89.6329543015224,77.8539687579224,0.999985398546359
"A7-E7-PLATE 3-OLD-A7-E7-PLATE 3-NEW",-36.9243700133174,-120.66783154304,46.8190915164049,0.665789278870924
"A7-E7-PLATE 4-NEW-A7-E7-PLATE 3-NEW",-34.8855457172277,-118.62900724695,48.8579158124947,0.716141730699476
"A7-E7-PLATE 4-OLD-A7-E7-PLATE 3-NEW",-6.91205619018102,-90.6555177199034,76.8314053395414,0.99995692297854
"A7-E7-PLATE 4-NEW-A7-E7-PLATE 3-OLD",2.03882429608979,-81.7046372336326,85.7822858258122,0.999999990462645
"A7-E7-PLATE 4-OLD-A7-E7-PLATE 3-OLD",30.0123138231364,-53.731147706586,113.755775352859,0.827689621291847
"A7-E7-PLATE 4-OLD-A7-E7-PLATE 4-NEW",27.9734895270466,-55.7699720026757,111.716951056769,0.867901412555182
"A8-E8-PLATE 1-OLD-A8-E8-PLATE 1-NEW",17.1695659164471,-48.6829057452476,83.0220375781418,0.955444047862456
"A8-E8-PLATE 2-NEW-A8-E8-PLATE 1-NEW",32.005685527992,-33.8467861337027,97.8581571896867,0.571817424449192
"A8-E8-PLATE 2-OLD-A8-E8-PLATE 1-NEW",19.3517715973782,-46.5007000643165,85.2042432590729,0.922560732707271
"A8-E8-PLATE 3-NEW-A8-E8-PLATE 1-NEW",15.8985224172298,-49.953949244465,81.7509940789245,0.969540939291003
"A8-E8-PLATE 3-OLD-A8-E8-PLATE 1-NEW",-20.9507817769475,-86.8032534386422,44.9016898847472,0.891383439849845
"A8-E8-PLATE 4-NEW-A8-E8-PLATE 1-NEW",-24.6108650304639,-90.4633366921586,41.2416066312309,0.800067123411188
"A8-E8-PLATE 4-OLD-A8-E8-PLATE 1-NEW",1.67090143801337,-64.1815702236813,67.5233730997081,0.999999987276583
"A8-E8-PLATE 2-NEW-A8-E8-PLATE 1-OLD",14.8361196115449,-51.0163520501498,80.6885912732396,0.978691615069229
"A8-E8-PLATE 2-OLD-A8-E8-PLATE 1-OLD",2.18220568093109,-63.6702659807636,68.0346773426258,0.999999918339399
"A8-E8-PLATE 3-NEW-A8-E8-PLATE 1-OLD",-1.27104349921736,-67.1235151609121,64.5814281624774,0.999999998113825
"A8-E8-PLATE 3-OLD-A8-E8-PLATE 1-OLD",-38.1203476933946,-103.972819355089,27.7321239683001,0.394829328524613
"A8-E8-PLATE 4-NEW-A8-E8-PLATE 1-OLD",-41.780430946911,-107.632902608606,24.0720407147837,0.307833485110998
"A8-E8-PLATE 4-OLD-A8-E8-PLATE 1-OLD",-15.4986644784338,-81.3511361401285,50.353807183261,0.973253285450867
"A8-E8-PLATE 2-OLD-A8-E8-PLATE 2-NEW",-12.6539139306138,-78.5063855923085,53.1985577310809,0.991077572824052
"A8-E8-PLATE 3-NEW-A8-E8-PLATE 2-NEW",-16.1071631107622,-81.959634772457,49.7453085509325,0.967470193585752
"A8-E8-PLATE 3-OLD-A8-E8-PLATE 2-NEW",-52.9564673049395,-118.808938966634,12.8960043567552,0.134551838181139
"A8-E8-PLATE 4-NEW-A8-E8-PLATE 2-NEW",-56.6165505584559,-122.469022220151,9.23592110323885,0.101585367786876
"A8-E8-PLATE 4-OLD-A8-E8-PLATE 2-NEW",-30.3347840899786,-96.1872557516733,35.5176875717161,0.624546176722663
"A8-E8-PLATE 3-NEW-A8-E8-PLATE 2-OLD",-3.45324918014845,-69.3057208418432,62.3992224815463,0.99999804057549
"A8-E8-PLATE 3-OLD-A8-E8-PLATE 2-OLD",-40.3025533743257,-106.15502503602,25.549918287369,0.341037540001766
"A8-E8-PLATE 4-NEW-A8-E8-PLATE 2-OLD",-43.9626366278421,-109.815108289537,21.8898350338526,0.263567773779063
"A8-E8-PLATE 4-OLD-A8-E8-PLATE 2-OLD",-17.6808701593648,-83.5333418210596,48.1716015023299,0.948742775612791
"A8-E8-PLATE 3-OLD-A8-E8-PLATE 3-NEW",-36.8493041941772,-102.701775855872,29.0031674675175,0.428687733511366
"A8-E8-PLATE 4-NEW-A8-E8-PLATE 3-NEW",-40.5093874476936,-106.361859109388,25.3430842140011,0.336232597260031
"A8-E8-PLATE 4-OLD-A8-E8-PLATE 3-NEW",-14.2276209792164,-80.0800926409111,51.6248506824783,0.982948750817367
"A8-E8-PLATE 4-NEW-A8-E8-PLATE 3-OLD",-3.6600832535164,-69.5125549152111,62.1923884081783,0.999997076782055
"A8-E8-PLATE 4-OLD-A8-E8-PLATE 3-OLD",22.6216832149608,-43.2307884467339,88.4741548766556,0.852814149969084
"A8-E8-PLATE 4-OLD-A8-E8-PLATE 4-NEW",26.2817664684772,-39.5707051932175,92.134238130172,0.751338991230614
"B2-F2-PLATE 1-OLD-B2-F2-PLATE 1-NEW",-5.970781531598,-19.2737107033689,7.33214764017291,0.649262775990069
"B2-F2-PLATE 2-NEW-B2-F2-PLATE 1-NEW",-9.91453160156131,-23.2174607733322,3.3883975702096,0.180629641150554
"B2-F2-PLATE 2-OLD-B2-F2-PLATE 1-NEW",-16.8398467495904,-30.1427759213613,-3.53691757781944,0.0137734217761845
"B2-F2-PLATE 3-NEW-B2-F2-PLATE 1-NEW",-15.4305682405556,-28.7334974123265,-2.12763906878464,0.0227504231095783
"B2-F2-PLATE 3-OLD-B2-F2-PLATE 1-NEW",-19.5257220345857,-32.8286512063566,-6.22279286281479,0.00556729946135137
"B2-F2-PLATE 4-NEW-B2-F2-PLATE 1-NEW",-9.750520311645,-23.0534494834159,3.55240886012591,0.191983054251682
"B2-F2-PLATE 4-OLD-B2-F2-PLATE 1-NEW",-17.2625996001606,-30.5655287719315,-3.95967042838964,0.0118897714792285
"B2-F2-PLATE 2-NEW-B2-F2-PLATE 1-OLD",-3.94375006996331,-17.2466792417342,9.3591791018076,0.919515107929158
"B2-F2-PLATE 2-OLD-B2-F2-PLATE 1-OLD",-10.8690652179924,-24.1719943897633,2.43386395377856,0.126092678131636
"B2-F2-PLATE 3-NEW-B2-F2-PLATE 1-OLD",-9.45978670895755,-22.7627158807285,3.84314246281336,0.21371676592926
