"INDEX","SAMPLE_NAME","MFI+","MFI-","rSD+","rSD-"
38,"Specimen_001_E6_E06_054.fcs",35060.97265625,75.0299987792969,9115.46726074218,56.7300024032593
39,"Specimen_001_E7_E07_055.fcs",34743.771484375,75.6399993896484,8865.39802451171,60.1111738327026
40,"Specimen_001_E8_E08_056.fcs",34719.67578125,75.0299987792969,9020.99428173828,57.0350017547607
41,"Specimen_001_F1_F01_061.fcs",NA,50.6300010681152,NA,28.9750022888184
42,"Specimen_001_F2_F02_062.fcs",32908.28125,76.25,9247.96267324218,58.8650026321411
43,"Specimen_001_F3_F03_063.fcs",33274.28125,75.3349990844727,9775.24439648437,56.1200008392334
44,"Specimen_001_F4_F04_064.fcs",33776.310546875,71.9800033569336,8998.46299746094,56.4250011444092
45,"Specimen_001_F5_F05_065.fcs",34349.1015625,70.7600021362305,9122.57816445313,54.7862030509949
46,"Specimen_001_F6_F06_066.fcs",33415.19140625,73.8100051879883,9108.56096796875,56.457575177002
47,"Specimen_001_F7_F07_067.fcs",33282.515625,73.2000045776367,9845.80957080078,54.220520892334
48,"Specimen_001_F8_F08_068.fcs",33382.859375,72.8950042724609,8714.1181375,57.5720148384094
49,"Specimen_001_G1_G01_073.fcs",NA,49.4099998474121,NA,29.5850019454956
50,"Specimen_001_G2_G02_074.fcs",33799.4921875,72.5900039672852,8836.36850136719,60.1333157501221
51,"Specimen_001_G3_G03_075.fcs",34211.2421875,75.0299987792969,9016.36004394531,60.3665791809082
52,"Specimen_001_G4_G04_076.fcs",34343,73.2000045776367,8943.10700039062,60.0860713539123
53,"Specimen_001_G5_G05_077.fcs",34103.87890625,75.6399993896484,9046.13583496094,57.9500007629395
54,"Specimen_001_G6_G06_078.fcs",34128.890625,77.4700012207031,9501.463925,59.8888889632225
55,"Specimen_001_G7_G07_079.fcs",33401.76953125,70.7600021362305,9031.91109570312,58.6812084945679
56,"Specimen_001_G8_G08_080.fcs",34344.83203125,68.9300003051758,9099.52225732422,56.5706983809471
57,"Specimen_001_H1_H01_085.fcs",NA,48.8000030517578,NA,30.1950016021729
58,"Specimen_001_H2_H02_086.fcs",33621.37109375,73.8100051879883,9028.96863984375,61.9150047302246
59,"Specimen_001_H3_H03_087.fcs",34115.166015625,68.9300003051758,9268.79618125,57.4115522705077
60,"Specimen_001_H4_H04_088.fcs",34219.169921875,72.5900039672852,9520.42000820312,56.7300004959106
61,"Specimen_001_H5_H05_089.fcs",33838.8359375,70.1500015258789,8698.74344384766,58.8650016784668
62,"Specimen_001_H6_H06_090.fcs",33402.9921875,71.370002746582,8714.03454023438,59.4294028358459
63,"Specimen_001_H7_H07_091.fcs",34111.505859375,70.7600021362305,8752.43775517578,57.3400001525879
64,"Specimen_001_H8_H08_092.fcs",33429.83203125,70.1500015258789,8637.70551054687,59.1700019836426
